"shot_id","shot_made_flag"
1,0.354813021763188
8,0.354813021763188
17,0.790440437006466
20,0.790440437006466
33,0.346109343050253
34,0.346109343050253
35,0.47208636300755
36,0.47208636300755
37,0.302372030136977
38,0.346109343050253
45,0.47208636300755
50,0.346109343050253
55,0.327196429369679
60,0.327196429369679
66,0.327196429369679
67,0.331622298630864
71,0.331622298630864
80,0.331622298630864
85,0.327173762736674
86,0.591239423966313
95,0.591239423966313
104,0.327173762736674
113,0.327173762736674
123,0.331622298630864
126,0.571193134576696
133,0.51481665665577
141,0.331622298630864
144,0.366330849204144
150,0.628997090371043
152,0.366330849204144
153,0.628997090371043
156,0.455844065671506
159,0.789498221796926
165,0.782142172049735
172,0.353110064057651
182,0.918040791749144
192,0.366330849204144
193,0.628997090371043
196,0.366330849204144
202,0.366330849204144
210,0.366330849204144
211,0.366330849204144
228,0.974909807210221
257,0.329591343055136
260,0.329591343055136
264,0.329591343055136
267,0.643118484084856
279,0.964251401437292
282,0.327196429369679
293,0.327196429369679
299,0.846624146765638
300,0.670647723885206
301,0.846624146765638
317,0.298165082419103
327,0.347668167246393
328,0.347668167246393
335,0.393372533634295
346,0.762227332712654
348,0.327173762736674
365,0.335848721729856
390,0.716936702009583
391,0.716936702009583
392,0.789104758523884
397,0.288250345550405
418,0.288250345550405
428,0.333145993161315
434,0.520460425285559
439,0.424513826426961
440,0.333145993161315
456,0.347668167246393
459,0.347668167246393
472,0.347668167246393
480,0.347668167246393
491,0.316585964274042
497,0.316585964274042
509,0.312096568450843
511,0.312096568450843
523,0.312096568450843
533,0.354813021763188
544,0.394593953175927
546,0.354813021763188
555,0.676309084659441
558,0.346109343050253
560,0.346109343050253
573,0.346109343050253
591,0.34802364807791
596,0.34802364807791
597,0.34802364807791
601,0.486373218016715
605,0.331322542106655
617,0.331322542106655
628,0.331322542106655
634,0.331622298630864
646,0.331622298630864
649,0.331622298630864
651,0.724527226851582
654,0.782477984319259
656,0.360504605517264
657,0.335848721729856
669,0.335848721729856
670,0.749684708117734
693,0.510310469967854
694,0.354813021763188
699,0.354102274670661
711,0.354102274670661
718,0.327196429369679
722,0.327196429369679
723,0.327196429369679
725,0.646740784210644
734,0.3290247495048
735,0.384381768740789
737,0.742904751739221
746,0.3290247495048
747,0.588600297272058
766,0.327196429369679
767,0.327196429369679
771,0.327196429369679
773,0.327196429369679
774,0.327196429369679
783,0.346807177703581
784,0.346807177703581
789,0.346807177703581
792,0.346807177703581
804,0.346807177703581
809,0.3290247495048
812,0.3290247495048
813,0.3290247495048
817,0.3290247495048
820,0.3290247495048
825,0.3290247495048
826,0.3290247495048
829,0.346109343050253
855,0.331622298630864
859,0.724527226851582
862,0.331622298630864
870,0.331622298630864
876,0.331322542106655
880,0.331322542106655
886,0.885474103733117
889,0.591155851977182
891,0.40122184445913
897,0.885474103733117
902,0.347668167246393
903,0.347668167246393
908,0.347668167246393
909,0.347668167246393
920,0.347668167246393
922,0.33669851012663
924,0.459173439584063
932,0.33669851012663
934,0.33669851012663
937,0.33669851012663
941,0.362015533440448
943,0.362015533440448
950,0.362015533440448
952,0.362015533440448
954,0.941831099884555
963,0.362015533440448
975,0.346807177703581
979,0.346807177703581
981,0.346807177703581
983,0.346807177703581
985,0.359681920417019
989,0.359681920417019
995,0.329591343055136
998,0.380116178743041
1008,0.329591343055136
1019,0.8068806468107
1023,0.313524514211019
