"shot_id","shot_made_flag"
1,0.346307578740998
8,0.347996346209602
17,0.641173583727865
20,0.747494168201704
33,0.332036155145134
34,0.334075453595121
35,0.421589884171663
36,0.420775665116734
37,0.60652409625578
38,0.350284074366291
45,0.408358053750686
50,0.342163461038696
55,0.348687262338834
60,0.342453075517068
66,0.349680464634018
67,0.347526501285373
71,0.351065760152982
80,0.359839624251558
85,0.350430554464556
86,0.585522580948159
95,0.562198617772992
104,0.341203830829671
113,0.337317306209701
123,0.341292832674325
126,0.731808887232338
133,0.617754470400952
141,0.339837067836359
144,0.350915633823043
150,0.718896165678639
152,0.341963182615019
153,0.697349605276208
156,0.316893498738911
159,0.939090702843725
165,0.787369124023077
172,0.335053590712448
182,0.859062809720717
192,0.351303300115784
193,0.776542434191945
196,0.324985497050763
202,0.350754289511303
210,0.352299513543557
211,0.344145932890479
228,0.969397336820264
257,0.35037819508175
260,0.340954059228882
264,0.349367748339265
267,0.547518199368969
279,0.942810166439919
282,0.340241267899187
293,0.33674285862957
299,0.699737928817455
300,0.565837421747056
301,0.696737070877938
317,0.348150201141628
327,0.329618104964725
328,0.338441168664295
335,0.411075697246034
346,0.681181224539655
348,0.351274803032322
365,0.333551848918974
390,0.711902737296942
391,0.729490069905252
392,0.718569883994356
397,0.337387234396866
418,0.341203830829671
428,0.165867005917136
434,0.612726765012925
439,0.412210939404415
440,0.350525849414615
456,0.35878243264623
459,0.351303300115784
472,0.351036608346123
480,0.340557120440736
491,0.340145214321358
497,0.350932046739514
509,0.340197605054848
511,0.338890619880252
523,0.165867005917136
533,0.348117779960738
544,0.384264092839385
546,0.348351649603407
555,0.72198472251205
558,0.333551848918974
560,0.350868271001499
573,0.350086068455518
591,0.34058482791441
596,0.347649574597033
597,0.349546817114768
601,0.613194364748027
605,0.348396703920251
617,0.346417803557587
628,0.324985497050763
634,0.344413766879831
646,0.342659175738798
649,0.350332665582183
651,0.759585868948612
654,0.857762564587227
656,0.407596114547829
657,0.337267966409527
669,0.348066499166423
670,0.941790345169683
693,0.572353996548957
694,0.337041236316126
699,0.344159675694654
711,0.349882244368407
718,0.350575062834774
722,0.349408524460595
723,0.348391344601341
725,0.568135422793468
734,0.35025697661162
735,0.425137405998394
737,0.721565860545851
746,0.351135701994756
747,0.565660444048904
766,0.350516920142466
767,0.350483955031053
771,0.326528256615132
773,0.333888760377284
774,0.348290907094963
783,0.348435642101291
784,0.344126232145237
789,0.348226522902446
792,0.33901973914489
804,0.340276568420306
809,0.350703375231465
812,0.339471003576959
