"shot_id","shot_made_flag"
1,0.363039642572403
8,0.316816568374634
17,0.676322996616364
20,0.741414606571198
33,0.328111737966537
34,0.388820797204971
35,0.415989905595779
36,0.40630054473877
37,0.688832700252533
38,0.340497970581055
45,0.40630054473877
50,0.31190299987793
55,0.352253437042236
60,0.244757413864136
66,0.26798090338707
67,0.324946373701096
71,0.369220197200775
80,0.317421853542328
85,0.307795137166977
86,0.595181405544281
95,0.605260789394379
104,0.372298717498779
113,0.332250326871872
123,0.288697510957718
126,0.737272143363953
133,0.705324232578278
141,0.238644927740097
144,0.378359615802765
150,0.741414606571198
152,0.390423238277435
153,0.741414606571198
156,0.303033053874969
159,0.947453260421753
165,0.494470745325089
172,0.385605126619339
182,0.941735208034515
192,0.342305421829224
193,0.676870822906494
196,0.351216375827789
202,0.327061533927917
210,0.308344393968582
211,0.347249001264572
228,0.949766457080841
257,0.396738737821579
260,0.396738737821579
264,0.400218933820724
267,0.627274096012115
279,0.958149969577789
282,0.386626034975052
293,0.346337020397186
299,0.801189184188843
300,0.659570157527924
301,0.763184010982513
317,0.331402719020844
327,0.337119400501251
328,0.307014584541321
335,0.391283512115479
346,0.763184010982513
348,0.25844469666481
365,0.366986632347107
390,0.727541327476501
391,0.741414606571198
392,0.763184010982513
397,0.365505933761597
418,0.345238834619522
428,0.13070422410965
434,0.613791108131409
439,0.428344547748566
440,0.379347950220108
456,0.42023578286171
459,0.265175312757492
472,0.400218933820724
480,0.243980273604393
491,0.34414479136467
497,0.377048671245575
509,0.385605126619339
511,0.388432413339615
523,0.204799994826317
533,0.397296756505966
544,0.408824622631073
546,0.376971960067749
555,0.726158738136292
558,0.376798540353775
560,0.308234483003616
573,0.295321971178055
591,0.373278945684433
596,0.338551789522171
597,0.351866900920868
601,0.595181405544281
605,0.408979654312134
617,0.299628913402557
628,0.294067800045013
634,0.342305421829224
646,0.316816568374634
649,0.352298051118851
651,0.711785078048706
654,0.908740222454071
656,0.385732859373093
657,0.373317509889603
669,0.383949548006058
670,0.960388123989105
693,0.699974060058594
694,0.286934792995453
699,0.386729776859283
711,0.401807337999344
718,0.342305421829224
722,0.308289647102356
723,0.372297137975693
725,0.605260789394379
734,0.31726285815239
735,0.391283512115479
737,0.763184010982513
746,0.304138451814651
747,0.699323892593384
766,0.337533831596375
767,0.302621096372604
771,0.282057911157608
773,0.238708034157753
774,0.341461956501007
783,0.265175312757492
784,0.380473136901855
789,0.302621096372604
792,0.375206887722015
804,0.332250326871872
809,0.33637323975563
812,0.31037649512291
813,0.372895359992981
817,0.402258902788162
820,0.328643709421158
825,0.335805892944336
826,0.324592053890228
829,0.452806055545807
855,0.396738737821579
859,0.741414606571198
862,0.390423238277435
870,0.392538756132126
876,0.31726285815239
880,0.366683065891266
886,0.955829679965973
889,0.801189184188843
891,0.391283512115479
897,0.962333917617798
902,0.366986632347107
903,0.316816568374634
908,0.364077836275101
909,0.360861420631409
920,0.293228000402451
922,0.396738737821579
924,0.603811621665955
932,0.354077637195587
934,0.340262472629547
937,0.345249682664871
